Facility ID,Facility Type,License Number,Licensed Facility Name,Address,Address 2,City,State,Zip Code,County,Telephone,Fax,Email,License Expiration Date,Licensed Owner,Owner Address,Owner City/State/Zip,Owner Description,Administrator,Title,Hospital Bed Total,Georeference
NJ22208,AMBULATORY CARE FACILITY,22208,"FAMILY PLANNING CENTER OF OCEAN COUNTY, INC.",290 RIVER AVENUE,,LAKEWOOD,NJ,08701,OCEAN,(732) 364-9696,(732) 364-2225,GPGROSSO@FPCOC.NET,03/31/2022,"FAMILY PLANNING CENTER OF OCEAN COUNTY, INC.",290 RIVER AVENUE,"LAKEWOOD, NJ  08701",Non-Profit - Other,Ms. GINA POLESE-GROSSO,,,POINT (-74.21716302399994 40.08004598300005)
NJ23139,AMBULATORY CARE FACILITY,23139,JERSEY ADVANCED MRI AND DIAGNOSTIC CENTER II,1 KATHLEEN DRIVE,,JACKSON,NJ,08527,OCEAN,(732) 901-6820,(732) 901-7550,sabdelatycpa@gmail.com,06/30/2021,JERSEY ADVANCED MRI AND DIAGNOSTIC CENTER,2127 KENNEDY BLVD,"NORTH BERGEN, NJ  07047",Profit - Corporation,Mr. ABDUR REHMAN,,,POINT (-74.26891038799994 40.12756532100008)
NJ1262,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1262,VIRTUA WASHINGTON TOWNSHIP ANTE NATAL TESTING UNIT,239 HURFFVILLE CROSS-KEYS ROAD  /  STE 245,,SEWELL,NJ,08080,GLOUCESTER,(856) 355-6160,(856) 341-8320,padermarco@virtua.org,04/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,Mr. PAUL MINNICK,,,POINT (-75.04272902199995 39.72256900300005)
NJ24977,AMBULATORY CARE FACILITY,24977,AQ MODERN DIAGNOSTIC IMAGING,315 ELMORA AVENUE,,ELIZABETH,NJ,07208,UNION,(856) 524-1559,(856) 210-1888,,06/30/2021,"AQ MODERN DIAGNOSTIC IMAGING, INC.",3201 JENNIFER COURT,"VOORHEES, NJ  08043",,Dr. ARCHANA NARAN,,,POINT (-74.23418992599994 40.66630806200004)
NJ22236,END STAGE RENAL DIALYSIS,22236,ENGLEWOOD DIALYSIS CENTER,"350 ENGLE STREET, 1ST FLOOR",,ENGLEWOOD,NJ,07631,BERGEN,(201) 503-1401,(201) 503-1406,ma.donata.andrade@fmc-na.com,04/30/2021,"NORTHERN NEW JERSEY DIALYSIS, LLC",95 HAYDEN AVENUE,"LEXINGTON, MA  02420",,Ms. DEBORA KEARNEY,,,POINT (-73.96840498499995 40.90432301200008)
NJ21403SCB,SPECIAL HOSPITAL,21403,SAINT CLARE'S HOSPITAL - BOONTON,130 POWERVILLE ROAD,,BOONTON TOWNSHIP,NJ,07005,MORRIS,(973) 983-5569,(973) 983-5565,brianfinestein@primehealthcare.com,12/31/2021,PRIME HEALTHCARE SERVICES-SAINT CLARE'S LLC,25 POCONO ROAD,"DENVILLE, NJ  07834",Profit - Hospital,Mr.. BRIAN FINESTEIN,,120,POINT (-74.42543998999997 40.909320009000055)
NJ31C0001154,AMBULATORY SURGICAL CENTER,24268,ADVANCED ENDOSCOPY AND SURGICAL CENTER,"142 ROUTE 35, SUITE 101",,EATONTOWN,NJ,07724,MONMOUTH,(732) 935-0031,(732) 935-0032,sbuhlig@amsurg.com,01/31/2022,ADVANCED ENDOSCOPY & SURGICAL CENTER LLC,"142 ROUTE 35, SUITE 101","EATONTOWN, NJ  07724",Profit - LLC,. FRANCESCO RUSSO,,,POINT (-74.05399301699998 40.294641983000076)
NJ23231,END STAGE RENAL DIALYSIS,23231,FRESENIUS MEDICAL CARE BERGEN RENAL CARE CENTER,647 CEDAR LANE,,TEANECK,NJ,07666,BERGEN,(201) 692-1113,(201) 692-1183,debora.kearney@fmc-na.com,10/31/2021,"BERGEN RENAL CARE CENTER, LLC",647 CEDAR LANE,"TEANECK, NJ  07666",,Ms. DEBORA KEARNEY,,,POINT (-74.02865200999997 40.891603013000065)
NJ23001,AMBULATORY CARE FACILITY,23001,OPEN MRI OF PHILLIPSBURG,430 MEMORIAL PARKWAY,,PHILLIPSBURG,NJ,08865,WARREN,(908) 213-3600,(908) 213-3601,jgalazinceo@your openmri.com,06/30/2021,"OPEN MRI OF WARREN, L.L.C.",430 MEMORIAL PARKWAY,"PHILLIPSBURG, NJ  08865",,. JOSEPH GALAZIN,,,POINT (-75.18844103199996 40.695596985000066)
NJ31C0001091,AMBULATORY SURGICAL CENTER,R24499,ENDO SURGI CENTER OF OLD BRIDGE LLC,42 THROCKMORTON LANE,,OLD BRIDGE,NJ,08857,MIDDLESEX,(732) 679-8808,(732) 679-7280,admin@ipmcpain.com,09/30/2021,"ENDO SURGI CENTER OF OLD BRIDGE, L.L.C.",42 THROCKMORTON LANE,"OLD BRIDGE, NJ  08857",Profit - LLC,. KETA PATEL,,,POINT (-74.31222302599997 40.39702299100003)
NJR24667,SURGICAL PRACTICE,R24667,"AMBULATORY SURGICAL CENTER OF ENGLEWOOD, LLC",25 ROCKWOOD PLACE #105,,ENGLEWOOD,NJ,07631,BERGEN,(917) 678-0079,(201) 548-5048,jaimeguti@me.com,06/30/2021,"AMBULATORY SURGICAL CENTER OF ENGLEWOOD, LLC","25 ROCKWOOD PLACE, SUITE 105","ENGLEWOOD, NJ  07631",Profit - LLC,Dr. JAIME GUTIERREZ,,,POINT (-73.98309301299997 40.879626992000055)
NJ10906,GENERAL ACUTE CARE HOSPITAL,10906,HUDSON REGIONAL HOSPITAL,55 MEADOWLANDS PKWY,,SECAUCUS,NJ,07094,HUDSON,(201) 392-3200,(201) 392-3527,fkarsos@hudsonregionalhospital.com,03/31/2021,"NJMHMC, LLC",55 MEADOWLANDS PARKWAY,"SECAUCUS, NJ  07094",,Dr. NIZAR KIFAIEH,,204,POINT (-74.07296998199996 40.79228001700005)
NJ1194,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1194,COOPER HEALTH SYSTEM REGIONAL CLEFT-CRANIOFACIAL,110 MARTER AVENUE  /  STE 402,,MOORESTOWN,NJ,08057,BURLINGTON,(856) 722-9110,(856) 866-9846,,05/31/2021,COOPER HEALTH SYSTEM,ONE COOPER PLAZA,"CAMDEN, NJ  08103",Non-Profit - Hospital,Dr. ANTHONY MAZZARELLI,,,POINT (-74.91957899899995 39.97034799300008)
NJ25059,AMBULATORY CARE FACILITY,25059,SUMMIT MEDICAL GROUP,"1 DIAMOND HILL ROAD, SUITE LG-601",,BERKELEY HEIGHTS,NJ,07922,UNION,(908) 273-4300,,,10/31/2021,"SUMMIT MEDICAL GROUP, PA",1 DIAMOND HILL ROAD,"BERKELEY HEIGHTS, NJ  07922",Profit - Corporation,Dr. JEFFREY LEBENGER,,,POINT (-74.41150873199996 40.68026153300008)
NJ22867,AMBULATORY CARE FACILITY,22867,"UNIVERSITY RADIOLOGY GROUP, P.C.",3900 PARK AVENUE,,EDISON,NJ,08820,MIDDLESEX,(732) 548-6800,(732) 548-6290,maryjane.puleio@univrad.com,02/28/2022,"UNIVERSITY RADIOLOGY GROUP, P.C.",579A CRANBURY ROAD,"EAST BRUNSWICK, NJ  08816",Profit - Corporation,Ms. MARY JANE PULEIO,,,POINT (-74.38231458099995 40.56223950800006)
NJ22264,AMBULATORY SURGICAL CENTER,22264,THE CHILDREN'S HOSPITAL OF PHILADELPHIA SPECIALTY CARE CENTER IN VOORHEES,"1012 LAUREL OAKS ROAD, SUITE 1",,VOORHEES,NJ,08043,CAMDEN,(856) 435-1300,(856) 435-0091,Lauria@chop.edu,02/28/2022,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,3401 CIVIC CENTER BOULEVARD,"PHILADELPHIA, PA  19104",Profit - Corporation,Ms. JUDI LAURIA,,,POINT (-74.97627201299997 39.845337984000025)
NJ1272,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1272,INSPIRA REHAB CARE ELMER,445 WEST FRONT STREET,,ELMER,NJ,08318,SALEM,(856) 521-0175,(856) 521-0188,kerslaked@ihn.org,09/30/2021,"INSPIRA MEDICAL CENTERS, INC",165 BRIDGETON PIKE,"MULLICA, NJ  08062",Non-Profit - Hospital,Ms. AMY MANSUE,,,POINT (-75.17950298999996 39.58938898500003)
311846,FEDERALLY QUALIFIED HEALTH CENTERS,23168,"MONMOUTH FAMILY HEALTH CENTER, INC",80 PAVILION,,LONG BRANCH,NJ,07740,MONMOUTH,(732) 923-7100,(732) 483-6473,MSILVERBERG@MFHCNJ.ORG,03/31/2022,"MONMOUTH FAMILY HEALTH CENTER, INC",270 BROADWAY,"LONG BRANCH, NJ  07740",,Ms. MARTA SILVERBERG,,,POINT (-73.98292797299996 40.29671998200007)
NJ23058,AMBULATORY CARE FACILITY,23058,"BERGENLINE X-RAY DIAGNOSTIC CENTER, CORP",400-02 43RD STREET,,UNION CITY,NJ,07087,HUDSON,(201) 348-6060,(201) 348-2064,frankberglinexray@gmail.com,10/31/2021,"BERGENLINE X-RAY DIAGNOSTIC CENTER, CORP",400-02 43RD STREET,"UNION CITY, NJ  07087",Profit - Corporation,Mr. PEDRO RODRIGUEZ,,,POINT (-74.02351480299996 40.777674466000065)
NJ25015,AMBULATORY CARE FACILITY,25015,LIFECYCLES HEALTH CENTER & SERVICES,433 NORTH 7TH STREET,,CAMDEN,NJ,08102,CAMDEN,(856) 288-9115,,ahsaki.lockett@lifecycleshealthcenter.com,09/30/2021,TANYA M BRONZELL-WYNDER,433 NORTH 7TH STREET FIRST FLOOR,"CAMDEN, NJ  08102",Profit - Individual,Ms. TANYA BRONZELL-WYNDER,,,POINT (-75.11695203099998 39.948901008000064)
NJ22664,HOSPICE CARE PROGRAM,22664,HACKENSACK MERIDIAN HEALTH HAVEN HOSPICE,65 JAMES STREET,,EDISON,NJ,08820,MIDDLESEX,(732) 321-7769,(732) 744-5531,cathleen.fitzpatrick@hackensackmeridian.org,03/31/2022,"HMH RESIDENTIAL CARE, INC.",343 THORNALL STREET,"EDISON, NJ  08837",Non-Profit - Corporation,Ms. CATHLEEN FITZPATRICK,R.N.,,POINT (-74.35041097699997 40.55663098100007)
NJ23991,AMBULATORY SURGICAL CENTER,23991,RAMAPO VALLEY SURGICAL CENTER,500 N FRANKLIN TURNPIKE,,RAMSEY,NJ,07446,BERGEN,(201) 995-9975,(201) 995-9777,JCHIETERO@RVSCNJ.COM,11/30/2021,ROCKLAND SURGICAL PROJECT LLC,500 N FRANKLIN TURNPIKE,"RAMSEY, NJ  07446",,Ms. AMY ALLARD,,,POINT (-74.13619702399996 41.07452099300008)
NJ1181,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1181,RIVERVIEW MEDICAL CENTER OUTPATIENT BEHAVIORAL HEALTH,661 SHREWSBURY AVENUE,,SHREWSBURY,NJ,07702,MONMOUTH,(732) 530-2213,(723) 224-8408,sheila.hintze@hmhn.org,12/31/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,Mr. TIM HOGAN,,,POINT (-74.07243303699994 40.32569701800003)
NJ1363,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1363,SPUH OUTPATIENT WOUND CARE CENTER AT MONROE,294 APPLEGARTH ROAD,,MONROE TOWNSHIP,NJ,08831,MIDDLESEX,(732) 745-8600,(732) 745-9099,lhirsch@saintpetersuh.com,03/31/2021,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVENUE,"NEW BRUNSWICK, NJ  08901",Non-Profit - Religious Affiliation,Mr. LESLIE HIRSCH,,,POINT (-74.47231956299999 40.31288443400007)
NJ22255,AMBULATORY CARE FACILITY,22255,THE STONE CENTER OF NEW JERSEY,150 BERGEN STREET,,NEWARK,NJ,07103,ESSEX,(973) 564-5642,(973) 564-5024,marybethguilbert@thestonecenter.org,06/30/2021,THE STONE CENTER OF NEW JERSEY,150 BERGEN STREET,"NEWARK, NJ  07103",Profit - LLC,Ms. MARY BETH GUILBERT,,,POINT (-74.19245062599998 40.740191440000046)
NJ24067,AMBULATORY SURGICAL CENTER,24067,"AMBULATORY CENTER FOR ENDOSCOPY, LLC","7600 RIVER ROAD, 4TH FLOOR",,NORTH BERGEN,NJ,07047,HUDSON,(201) 705-1080,(201) 705-1090,centerofgastro@gmail.com,09/30/2021,AMBULATORY CENTER FOR ENDOSCOPY LLC,7600 RIVER ROAD,"NORTH BERGEN, NJ  07407",Profit - LLC,Ms. STELLA ZAGATA-FEE,,,POINT (-73.99608999199995 40.79345997900003)
NJ24831,END STAGE RENAL DIALYSIS,24831,"FRESENIUS MEDICAL CARE UNION CITY HOME, L.L.C.",3196 KENNEDY BOULEVARD,,UNION CITY,NJ,07087,HUDSON,(201) 601-4702,(201) 864-3167,claire.Fleming@fmc-na.com,08/31/2021,HUDSON HOME THERAPIES,"3196 KENNEDY BOULEVARD, SECOND FL","UNION CITY, NJ  07087",,. MADHAM SRINIVASAN,,,POINT (-74.03355399799995 40.77443498700006)
NJ22862,END STAGE RENAL DIALYSIS,22862,RENEX DIALYSIS CLINIC OF HARRISON,620 ESSEX STREET,,HARRISON,NJ,07029,HUDSON,(973) 482-7772,(973) 482-0102,clinic4824@fmc-na.com,04/30/2021,NNA OF HARRISON,"230 GREAT CIRCLE ROAD, SUITE 218","NASHVILLE, TN  37228",,Ms. MARIA BURY,,,POINT (-74.15155896 40.742754354000056)
NJ24097,AMBULATORY CARE FACILITY,24097,"DENVILLE DIAGNOSTICS IMAGING AND OPEN MRI, LLC","601 HAMBURG TURNPIKE, SUITE 201",,WAYNE,NJ,07470,PASSAIC,(973) 238-0700,(973) 586-6555,medwyre@gmail.com,11/30/2021,"STAR MRI OF WAYNE, LLC","601 HAMBURGBTRP, SUITE 201","WAYNE, NJ  07470",,Mr. MICHAEL DWYER,,,POINT (-74.21811403399994 40.954780980000066)
NJ22260,END STAGE RENAL DIALYSIS,22260,"RENEX DIALYSIS CLINIC OF BLOOMFIELD, INC",206 BELLEVILLE AVENUE,,BLOOMFIELD,NJ,07003,ESSEX,(973) 680-8100,(973) 680-8228,clinic4822@fmc-na.com,07/31/2021,"RENEX DIALYSIS CLINIC OF BLOOMFIELD, INC.",206 BELLEVILLE AVENUE,"BLOOMFIELD, NJ  07003",Profit - Corporation,Ms. MARIA BURY,,,POINT (-74.18892196099995 40.798924016000065)
NJ70785,AMBULATORY SURGICAL CENTER,70785,CENTER FOR SPECIAL SURGERY OF ESSEX COUNTY,556 EAGLE ROCK AVE,,ROSELAND,NJ,07068,ESSEX,(973) 226-3500,(973) 226-3100,,08/31/2021,"CENTER FOR SPECIAL SURGERY OF ESSEX COUNTY, L.L.C.",14 EAST 60TH STREET,"NEW YORK, NY  10022",,Dr. ADAM TONIS,,,POINT (-74.32751849399995 40.82252103800005)
NJ25048,AMBULATORY CARE FACILITY,25048,OCEAN HEALTH INITIATIVES,"1610 ROUTE 88, SUITE 203",,BRICK,NJ,08723,OCEAN,(732) 363-6655,,wsherard@ohinj.org,07/31/2021,OCEAN HEALTH INITIATIVES,101 2ND STREET,"LAKEWOOD, NJ  08701",Non-Profit - Other,Dr. THERESA BERGER,,,POINT (-74.13379200499998 40.07804798900003)
NJ11403,GENERAL ACUTE CARE HOSPITAL,11403,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,,MORRISTOWN,NJ,07960,MORRIS,(973) 971-5000,(973) 290-7010,trish.okeefe@atlantichealth.org,04/30/2021,AHS HOSPITAL CORP.,475 SOUTH STREET,"MORRISTOWN, NJ  07960",Non-Profit - Hospital,Dr. PATRICIA O'KEEFE,,735,POINT (-74.46513500699996 40.789037017000055)
NJ70501,AMBULATORY CARE FACILITY,70501,CAPE MAY COUNTY HEALTH DEPARTMENT,"4 MOORE ROAD, DN601",,CAPE MAY COURT HOUSE,NJ,08210,CAPE MAY,(609) 465-1187,(609) 465-3933,thomas@co.cape-may.nj.us,05/31/2021,CAPE MAY COUNTY BOARD OF CHOSEN FREEHOLDERS,4 MOORE ROAD,"CAPE MAY COURT HOUSE, NJ  08210",Govt - County,Mr. KEVIN THOMAS,,,POINT (-74.80284498799995 39.100955999000064)
NJ11606,GENERAL ACUTE CARE HOSPITAL,11606,ST MARY'S GENERAL HOSPITAL,350 BOULEVARD,,PASSAIC,NJ,07055,PASSAIC,(973) 365-4300,(973) 471-5531,econdit@primehealthcare.com,01/31/2022,"PRIME HEALTHCARE SERVICES-ST. MARY'S PASSAIC, LLC",350 BOULEVARD,"PASSAIC, NJ  07055",Profit - Hospital,Mr. EDWARD CONDIT,,293,POINT (-74.13787197999994 40.85942601800008)
NJ24285,END STAGE RENAL DIALYSIS,24330,LIBERTY DIALYSIS-HAMMONTON LLC,392 NORTH WHITE HORSE PIKE,,HAMMONTON,NJ,08037,ATLANTIC,(609) 561-0044,(609) 561-0066,tracy.santora@fmc-na.com,07/31/2021,"LIBERTY DIALYSIS HAMMONTON, LLC",392 N WHITE HORSE PIKE SUITE 1,"HAMMONTON, NJ  08037",,Mr. JOSEPH BONE,,,POINT (-74.80292503499999 39.65631001600008)
NJ24743,END STAGE RENAL DIALYSIS,24743,WEST ORANGE DIALYSIS,"375 MT PLEASANT AVENUE, SUITE 340",,WEST ORANGE,NJ,07052,ESSEX,(973) 243-7069,(973) 731-1348,Elvira.DelosSantos@davita.com,09/30/2021,"TOTAL RENAL CARE, INC.",2000 16TH STREET,"DENVER, CO  80202",Profit - Corporation,Ms. ELVIRA DELOSSANTOS,,,POINT (-74.26100313199998 40.790406189000066)
NJ10905,GENERAL ACUTE CARE HOSPITAL,10905,PALISADES MEDICAL CENTER,7600 RIVER RD,,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,(201) 854-5036,ajp@hackensackmeridian.org,08/31/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,"Dr. ANTHONY PASSANNANTE, JR",,197,POINT (-73.99608999199995 40.79345997900003)
NJ311835,FEDERALLY QUALIFIED HEALTH CENTERS,22385,"SOUTHERN JERSEY FAMILY MEDICAL CENTERS, INC","860 SOUTH WHITE HORSE PIKE, BUILDING A",,HAMMONTON,NJ,08037,ATLANTIC,(609) 567-0200,(609) 704-1482,SJFMC@SJFMC.ORG,10/31/2021,"SOUTHERN JERSEY FAMILY MEDICAL CENTERS, INC",1 N WHITE HORSE CENTER,"HAMMONTON, NJ  08037",Non-Profit - Other,Ms. LINDA FLAKE,,,POINT (-74.77442002599999 39.62194899100007)
NJR24810,AMBULATORY SURGICAL CENTER,R24810,TWO RIVERS SURGERY CENTER L.L.C.,194 ROUTE 35 SOUTH,,RED BANK,NJ,07701,MONMOUTH,(732) 242-4000,(732) 383-6815,julie@tworiversurgery.com,01/31/2022,"TWO RIVERS SURGERY CENTER, L.L.C.",194 ROUTE 35 SOUTH,"RED BANK, NJ  07701",Profit - LLC,Ms. JULIE MUSTO,,,POINT (-74.07093628499996 40.35016519900006)
NJ24400,AMBULATORY CARE FACILITY,24400,"DIGESTIVE HEALTHCARE CENTER, PA",412 COURTYARD DRIVE,,HILLSBOROUGH,NJ,08844,SOMERSET,(908) 218-9222,(908) 218-9818,bscrape@dhccenter.com,03/31/2021,"DIGESTIVE HEALTHCARE CENTER, PA",511 COURTYARD DRIVE,"HILLSBOROUGH, NJ  08844",Profit - Corporation,Mr. RAYMOND BERRIOS,,,POINT (-74.61218996699995 40.54974998400007)
NJ22396,AMBULATORY CARE FACILITY,22396,"HILLSBOROUGH RADIOLOGY CENTERS, LLC","375 ROUTE 206, SUITE ONE",,HILLSBOROUGH,NJ,08844,SOMERSET,(908) 874-7600,(908) 874-7052,DONNA.SHEPHERD@HILLSBOROUGHRADIOLOGY.COM,11/30/2021,"HILLSBOROUGH RADIOLOGY CENTERS,  LLC","375 ROUTE 206, SUITE 1","HILLSBOROUGH, NJ  08844",,Ms. DONNA SHEPHERD,DIRECTOR,,POINT (-74.63583799799994 40.508051985000066)
NJ24914,END STAGE RENAL DIALYSIS,24914,ATLANTIC COUNTY DIALYSIS,"400 W BLACK HORSE PIKE, SUITE 3",,PLEASANTVILLE,NJ,08232,ATLANTIC,(609) 646-7202,(609) 646-7962,nicole.ciarrocchi@davita.com,07/31/2021,"VOLO DIALYSIS, L.L.C.",2000 16TH STREET,"DENVER, CO  80202",Profit - LLC,Ms. NICOLE CIARROCCHI,,,POINT (-74.52900603199998 39.39237101000003)
NJ90092,SURGICAL PRACTICE,R24912,BOGDAN SURGERY CENTER,112 PROFESSIONAL VIEW DRIVE BLDG 100,,FREEHOLD,NJ,07728,MONMOUTH,(732) 577-9126,(732) 577-9127,bogdan.mdpc@gmail.com,07/31/2021,BOGDAN SURGERY CENTER PC,112 PROFESSIONAL VIEW DRIVE,"FREEHOLD, NJ  07728",Profit - LLC,Ms. IRINA BOGDAN,,,POINT (-74.32052999499996 40.23311298800007)
NJ24775,AMBULATORY CARE FACILITY - SATELLITE,24775,JRMC-SBHC MOBILE VAN,275 HOBART STREET,,PERTH AMBOY,NJ,08861,MIDDLESEX,(732) 376-9333,(732) 324-5765,tboggiano@jrmc.us,05/31/2021,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. JOHN O'LEARY,,,POINT (-74.26946848399996 40.50857681600007)
NJ312309,END STAGE RENAL DIALYSIS,24996,MERIDIAN-FRESENIUS DIALYSIS AT NEPTUNE,2441 STATE HWY 33 AT FORTUNATO PLACE,,NEPTUNE,NJ,07753,MONMOUTH,(732) 643-9260,(732) 643-9265,maureen.marshall@fmc-na.com,02/28/2022,"FRESENIUS MEDICAL CARE JERSEY SHORE, L.L.C.",2441 STATE HWY 33-FORTONATO PLACE,"NEPTUNE, NJ  07753",,. MAUREEN MARSHALL,,,POINT (-74.05567987499995 40.206820048000054)
NJ22820,END STAGE RENAL DIALYSIS,22820,PHYSICIANS DIALYSIS BRICK,150 BRICK BOULEVARD,,BRICK,NJ,08723,OCEAN,(732) 477-2247,(732) 477-3479,ccano@phydialysis.com,06/30/2021,"PHYSICIANS DIALYSIS BRICK, LLC",19559 NE 10TH AVENUE,"MIAMI, FL  33179",,Ms. CYNTHIA CANO,,,POINT (-74.14437499599995 40.03096101300009)
NJ1278,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1278,INSPIRA IMAGING CENTER WEST SHERMAN MRI,165 BRIDGETON PIKE,,MULLICA HILL,NJ,08062,GLOUCESTER,(856) 563-0402,(856) 563-1240,kerslaked@ihn.org,01/31/2021,"INSPIRA MEDICAL CENTERS, INC",165 BRIDGETON PIKE,"MULLICA, NJ  08062",Non-Profit - Hospital,Mr. JOHN DI ANGELO,,,POINT (-75.21523998799995 39.721199986000045)
NJ1442,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1442,SLEEP/WAKE CENTER AT PALISADES MEDICAL CENTER,7600 RIVER ROAD,,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5412,(201) 861-7952,apj@hackensackmeridian.org,08/31/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,"Dr. ANTHONY PASSANNANTE, JR",,,POINT (-73.99608999199995 40.79345997900003)
NJ1444,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1444,CAPE REGIONAL WOUND CARE CENTER,302 N MAIN STREET,,CAPE MAY COURT HOUSE,NJ,08210,CAPE MAY,(609) 463-2266,(609) 463-2288,rdunn@caperegional.com,05/31/2021,"CAPE REGIONAL MEDICAL CENTER, INC.",TWO STONE HARBOR BOULEVARD,"CAPE MAY COURT HOUSE, NJ  08210",Non-Profit - Hospital,Ms. JOANNE CARROCINO,Pres & CEO,,POINT (-74.81835149599995 39.087631577000025)
NJ23333,AMBULATORY CARE FACILITY,23333,"SOUTH JERSEY RADIOLOGY ASSOCIATES, PA","807 HADDON AVENUE, SUITE 5",,HADDONFIELD,NJ,08033,CAMDEN,(856) 616-1130,(856) 616-1125,bemmett@sjra.com,06/30/2021,"SOUTH JERSEY RADIOLOGY ASSOCIATES, P.A.",1307 WHITE HORSE ROAD #A-102,"VOORHEES, NJ  08043",Profit - Corporation,Mr. ROBERT EMMETT,,,POINT (-75.04248100099994 39.905886003000035)
NJ23278,AMBULATORY SURGICAL CENTER,23278,NORTH JERSEY SURGERY CENTER,520 SYLVAN AVENUE,,ENGLEWOOD CLIFFS,NJ,07632,BERGEN,(201) 816-1991,(201) 816-0151,borisprakhina@gmail.com,06/30/2021,NORTH JERSEY SURGERY CENTER LLC,520 SYLVAN AVENUE,"ENGLEWOOD CLIFFS, NJ  07632",Profit - Individual,Ms. ROSEMARIE BAKER,,,POINT (-73.95051800399995 40.88271899200004)
NJ24271,AMBULATORY SURGICAL CENTER,24271,FAIR LAWN ASC LLC,15-01 POLLITT DRIVE - IND CTR 1 - UNIT 8B,,FAIR LAWN,NJ,07410,BERGEN,(201) 773-6537,(201) 773-6539,podo2345@aol.com,08/31/2021,"FAIR LAWN A.S.C., L.L.C.","15-01 POLLITT DR, FAIR LAWN INDUSTRIAL CENTER UNIT","FAIR LAWN, NJ  07410",,Dr. PAUL DRUCKER,,,POINT (-74.12460970299998 40.94517625200007)
311871,FEDERALLY QUALIFIED HEALTH CENTERS,24013,CAMCARE HEALTH CORP,1315 NORTH DELAWARE STREET,,PAULSBORO,NJ,08066,GLOUCESTER,(856) 583-2400,(856) 224-5803,mroberts@camcare.net,06/30/2021,CAMCARE HEALTH CORPORATION,817 FEDERAL STREET,"CAMDEN, NJ  08103",Non-Profit - Corporation,Mr. MARK ROBERTS,,,POINT (-75.24076397299996 39.830793999000036)
NJ25000,AMBULATORY SURGICAL CENTER,25000,NEW CENTURY SPINE AND OUTPATIENT SURGICAL INSTITUTE,"37 WEST CENTURY ROAD, SUITE 106",,PARAMUS,NJ,07652,BERGEN,(201) 523-7800,(201) 523-7810,judith.boehm@newcenturyspine.com,09/30/2021,NEW CENTURY SPINE & OUTPATIENT SURGICAL INSTITUTE,"37 WEST CENTURY ROAD, SUITE 106","PARAMUS, NJ  07652",Profit - Partnership,Ms. JUDITH BOEHM,R.N.,,POINT (-74.07425504699995 40.93091001000005)
NJ31C0001103,AMBULATORY SURGICAL CENTER,25250,ATLANTICARE SURGERY CENTER-CAPE MAY,106 COURT HOUSE - SO DENNISVILLE RD,,CAPE MAY COURT HOUSE,NJ,08210,CAPE MAY,(609) 407-2276,(609) 465-8771,frances.hrubos@atlanticare.org,06/30/2021,"ATLANTICARE SURGERY CENTER, L.L.C.","DELILAH OFFICE PARK, 6725 DELILAH ROAD","EGG HARBOR TOWNSHIP, NJ  08234",Profit - LLC,Mrs. MELISSA BUSHNELL,,,POINT (-74.82184499999994 39.08010000000008)
NJ1276,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1276,KENNEDY PHYSICAL THERAPY,405 HURFFVILLE-CROSS KEYS ROAD,,SEWELL,NJ,08080,GLOUCESTER,(856) 256-7871,(856) 582-3415,jw.devine@kennedyhealth.org,12/31/2021,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,,POINT (-75.06131002399997 39.73274299900004)
